"Code","Geographic Local Authority Code","Geographic Local Authority Name"
"NIJ02","735","LONDON BOROUGH OF WALTHAM FOREST"
"NIJ03","735","LONDON BOROUGH OF WALTHAM FOREST"
"NIJ04","735","LONDON BOROUGH OF WALTHAM FOREST"
"NIJ05","735","LONDON BOROUGH OF WALTHAM FOREST"
"NIJ06","735","LONDON BOROUGH OF WALTHAM FOREST"
"NIJ07","735","LONDON BOROUGH OF WALTHAM FOREST"
"NIK01","511","NOTTINGHAMSHIRE COUNTY COUNCIL"
"NIL01","820","KENT COUNTY COUNCIL"
"NIL02","821","MEDWAY COUNCIL"
"NIL03","821","MEDWAY COUNCIL"
"NIL04","821","MEDWAY COUNCIL"
"NIL05","820","KENT COUNTY COUNCIL"
"NIL06","820","KENT COUNTY COUNCIL"
"NIL08","821","MEDWAY COUNCIL"
"NIM01","711","LONDON BOROUGH OF TOWER HAMLETS"
"NIM02","716","LONDON BOROUGH OF BARKING AND DAGENHAM"
"NIM03","716","LONDON BOROUGH OF BARKING AND DAGENHAM"
"NIN01","503","LINCOLNSHIRE COUNTY COUNCIL"
"NIO01","710","LONDON BOROUGH OF SOUTHWARK"
"NIP01","503","LINCOLNSHIRE COUNTY COUNCIL"
"NIP02","503","LINCOLNSHIRE COUNTY COUNCIL"
"NIQ01","609","SUFFOLK COUNTY COUNCIL"
"NIR01","324","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NIS01","406","BIRMINGHAM CITY COUNCIL"
"NIS02","406","BIRMINGHAM CITY COUNCIL"
"NIT01","406","BIRMINGHAM CITY COUNCIL"
"NIT02","406","BIRMINGHAM CITY COUNCIL"
"NIT03","406","BIRMINGHAM CITY COUNCIL"
"NIT04","406","BIRMINGHAM CITY COUNCIL"
"NIT05","406","BIRMINGHAM CITY COUNCIL"
"NIT06","406","BIRMINGHAM CITY COUNCIL"
"NIT07","406","BIRMINGHAM CITY COUNCIL"
"NIT08","406","BIRMINGHAM CITY COUNCIL"
"NIT09","406","BIRMINGHAM CITY COUNCIL"
"NIT10","406","BIRMINGHAM CITY COUNCIL"
"NIT11","406","BIRMINGHAM CITY COUNCIL"
"NIT12","406","BIRMINGHAM CITY COUNCIL"
"NIT13","406","BIRMINGHAM CITY COUNCIL"
"NIT14","406","BIRMINGHAM CITY COUNCIL"
"NIT15","409","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"NIT16","406","BIRMINGHAM CITY COUNCIL"
"NIT17","406","BIRMINGHAM CITY COUNCIL"
"NIT18","406","BIRMINGHAM CITY COUNCIL"
"NIT19","409","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"NIT20","406","BIRMINGHAM CITY COUNCIL"
"NIT21","406","BIRMINGHAM CITY COUNCIL"
"NIT22","406","BIRMINGHAM CITY COUNCIL"
"NIT23","406","BIRMINGHAM CITY COUNCIL"
"NIT24","406","BIRMINGHAM CITY COUNCIL"
"NIT25","406","BIRMINGHAM CITY COUNCIL"
"NIU01","503","LINCOLNSHIRE COUNTY COUNCIL"
"NIV01","710","LONDON BOROUGH OF SOUTHWARK"
"NIW01","820","KENT COUNTY COUNCIL"
"NIX01","050","NEWPORT UA"
"NIY01","902","CORNWALL COUNCIL"
"NJA01","323","LANCASHIRE COUNTY COUNCIL"
"NJB01","506","DERBYSHIRE COUNTY COUNCIL"
"NJC01","110","SUNDERLAND CITY COUNCIL"
"NJC02","106","GATESHEAD METROPOLITAN BOROUGH COUNCIL"
"NJC03","109","SOUTH TYNESIDE COUNCIL"
"NJC04","109","SOUTH TYNESIDE COUNCIL"
"NJC05","110","SUNDERLAND CITY COUNCIL"
"NJC06","106","GATESHEAD METROPOLITAN BOROUGH COUNCIL"
"NJC07","110","SUNDERLAND CITY COUNCIL"
"NJD01","W8X1Q","WESTMORLAND AND FURNESS COUNCIL"
"NJE01","323","LANCASHIRE COUNTY COUNCIL"
"NJF01","910","NORTH SOMERSET COUNCIL"
"NJG01","114","STOCKTON-ON-TEES BOROUGH COUNCIL"
"NJG02","114","STOCKTON-ON-TEES BOROUGH COUNCIL"
"NJG03","111","HARTLEPOOL BOROUGH COUNCIL"
"NJH01","307","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NJI01","503","LINCOLNSHIRE COUNTY COUNCIL"
"NJJ01","820","KENT COUNTY COUNCIL"
"NJK01","323","LANCASHIRE COUNTY COUNCIL"
"NJL01","606","HERTFORDSHIRE COUNTY COUNCIL"
"NJM01","322","WARRINGTON BOROUGH COUNCIL"
"NJN01","624","PETERBOROUGH CITY COUNCIL"
"NJO01","323","LANCASHIRE COUNTY COUNCIL"
"NJP01","116","DURHAM COUNTY COUNCIL"
"NJQ01","107","NEWCASTLE CITY COUNCIL"
"NJQ02","104","NORTHUMBERLAND COUNTY COUNCIL"
"NJQ03","107","NEWCASTLE CITY COUNCIL"
"NJR01","620","ESSEX COUNTY COUNCIL"
"NJT01","733","LONDON BOROUGH OF RICHMOND UPON THAMES"
"NJU01","717","LONDON BOROUGH OF BARNET"
"NJU02","717","LONDON BOROUGH OF BARNET"
"NJV01","212","LEEDS CITY COUNCIL"
"NJW01","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"NJX01","909","BRISTOL CITY COUNCIL"
"NJY01","322","WARRINGTON BOROUGH COUNCIL"
"NJY02","321","HALTON BOROUGH COUNCIL"
"NJY03","318","ST HELENS COUNCIL"
"NJY04","316","LIVERPOOL CITY COUNCIL"
"NJY05","318","ST HELENS COUNCIL"
"NJY06","321","HALTON BOROUGH COUNCIL"
"NJY07","318","ST HELENS COUNCIL"
"NJY08","317","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NKA01","404","WARWICKSHIRE COUNTY COUNCIL"
"NKB01","707","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"NKB02","722","LONDON BOROUGH OF EALING"
"NKB03","728","LONDON BOROUGH OF HOUNSLOW"
"NKC01","812","HAMPSHIRE COUNTY COUNCIL"
"NKD01","913","PLYMOUTH CITY COUNCIL"
"NKE01","812","HAMPSHIRE COUNTY COUNCIL"
"NKE02","813","PORTSMOUTH CITY COUNCIL"
"NKE03","812","HAMPSHIRE COUNTY COUNCIL"
"NKE04","812","HAMPSHIRE COUNTY COUNCIL"
"NKE05","812","HAMPSHIRE COUNTY COUNCIL"
"NKE06","812","HAMPSHIRE COUNTY COUNCIL"
"NKE07","812","HAMPSHIRE COUNTY COUNCIL"
"NKE08","812","HAMPSHIRE COUNTY COUNCIL"
"NKE09","812","HAMPSHIRE COUNTY COUNCIL"
"NKE10","807","WEST SUSSEX COUNTY COUNCIL"
"NKE11","812","HAMPSHIRE COUNTY COUNCIL"
"NKE12","415","HEREFORDSHIRE COUNCIL"
"NKE13","814","SOUTHAMPTON CITY COUNCIL"
"NKE14","316","LIVERPOOL CITY COUNCIL"
"NKE15","321","HALTON BOROUGH COUNCIL"
"NKE16","812","HAMPSHIRE COUNTY COUNCIL"
"NKE17","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKE18","812","HAMPSHIRE COUNTY COUNCIL"
"NKE19","315","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NKE20","315","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NKE21","315","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NKE22","317","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NKE23","315","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NKF01","713","CITY OF WESTMINSTER"
"NKG01","730","LONDON BOROUGH OF MERTON"
"NKG02","721","LONDON BOROUGH OF CROYDON"
"NKG03","734","LONDON BOROUGH OF SUTTON"
"NKG04","721","LONDON BOROUGH OF CROYDON"
"NKG05","712","LONDON BOROUGH OF WANDSWORTH"
"NKG06","712","LONDON BOROUGH OF WANDSWORTH"
"NKG07","812","HAMPSHIRE COUNTY COUNCIL"
"NKG08","812","HAMPSHIRE COUNTY COUNCIL"
"NKG09","812","HAMPSHIRE COUNTY COUNCIL"
"NKG10","721","LONDON BOROUGH OF CROYDON"
"NKH01","738","BCP COUNCIL"
"NKI01","711","LONDON BOROUGH OF TOWER HAMLETS"
"NKI02","904","GLOUCESTERSHIRE COUNTY COUNCIL"
"NKI03","817","WILTSHIRE COUNCIL"
"NKI04","820","KENT COUNTY COUNCIL"
"NKI05","309","SALFORD CITY COUNCIL"
"NKI06","306","MANCHESTER CITY COUNCIL"
"NKI07","820","KENT COUNTY COUNCIL"
"NKI08","206","ROTHERHAM METROPOLITAN BOROUGH COUNCIL"
"NKI09","509","LEICESTER CITY COUNCIL"
"NKI20","702","LONDON BOROUGH OF CAMDEN"
"NKI21","721","LONDON BOROUGH OF CROYDON"
"NKI22","305","BURY METROPOLITAN BOROUGH COUNCIL"
"NKI23","327","CHESHIRE WEST AND CHESTER COUNCIL"
"NKI24","306","MANCHESTER CITY COUNCIL"
"NKI25","508","LEICESTERSHIRE COUNTY COUNCIL"
"NKI70","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKI71","512","NOTTINGHAM CITY COUNCIL"
"NKI72","506","DERBYSHIRE COUNTY COUNCIL"
"NKJ01","912","DEVON COUNTY COUNCIL"
"NKK01","312","TRAFFORD METROPOLITAN BOROUGH COUNCIL"
"NKK02","712","LONDON BOROUGH OF WANDSWORTH"
"NKK03","733","LONDON BOROUGH OF RICHMOND UPON THAMES"
"NKK04","733","LONDON BOROUGH OF RICHMOND UPON THAMES"
"NKK05","733","LONDON BOROUGH OF RICHMOND UPON THAMES"
"NKL01","418","TELFORD & WREKIN COUNCIL"
"NKN01","812","HAMPSHIRE COUNTY COUNCIL"
"NKO01","212","LEEDS CITY COUNCIL"
"NKO02","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO03","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO04","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO05","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO06","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO07","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO08","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO09","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO0A","212","LEEDS CITY COUNCIL"
"NKO10","219","CITY OF YORK COUNCIL"
"NKO11","218","NORTH YORKSHIRE COUNCIL"
"NKO12","218","NORTH YORKSHIRE COUNCIL"
"NKO13","212","LEEDS CITY COUNCIL"
"NKO14","219","CITY OF YORK COUNCIL"
"NKO15","324","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NKO16","324","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NKO17","324","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NKO18","324","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NKO19","324","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NKO20","211","KIRKLEES COUNCIL"
"NKO21","324","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NKO22","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO23","210","CALDERDALE METROPOLITAN BOROUGH COUNCIL"
"NKO24","210","CALDERDALE METROPOLITAN BOROUGH COUNCIL"
"NKO25","218","NORTH YORKSHIRE COUNCIL"
"NKO26","212","LEEDS CITY COUNCIL"
"NKO27","212","LEEDS CITY COUNCIL"
"NKO29","212","LEEDS CITY COUNCIL"
"NKO30","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"NKO31","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"NKO32","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"NKO33","212","LEEDS CITY COUNCIL"
"NKO34","212","LEEDS CITY COUNCIL"
"NKO35","324","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NKO36","324","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NKO37","212","LEEDS CITY COUNCIL"
"NKO38","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"NKO39","212","LEEDS CITY COUNCIL"
"NKO40","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO41","212","LEEDS CITY COUNCIL"
"NKO42","209","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"NKO45","212","LEEDS CITY COUNCIL"
"NKO46","212","LEEDS CITY COUNCIL"
"NKO47","212","LEEDS CITY COUNCIL"
"NKO48","212","LEEDS CITY COUNCIL"
"NKO49","214","EAST RIDING OF YORKSHIRE COUNCIL"
"NKO50","219","CITY OF YORK COUNCIL"
"NKO51","219","CITY OF YORK COUNCIL"
"NKO52","218","NORTH YORKSHIRE COUNCIL"
"NKO53","212","LEEDS CITY COUNCIL"
"NKO54","219","CITY OF YORK COUNCIL"
"NKO55","218","NORTH YORKSHIRE COUNCIL"
"NKO56","212","LEEDS CITY COUNCIL"
"NKO57","212","LEEDS CITY COUNCIL"
"NKO58","218","NORTH YORKSHIRE COUNCIL"
"NKO59","324","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NKO60","212","LEEDS CITY COUNCIL"
"NKO61","211","KIRKLEES COUNCIL"
"NKO62","216","NORTH EAST LINCOLNSHIRE COUNCIL"
"NKO63","216","NORTH EAST LINCOLNSHIRE COUNCIL"
"NKO64","212","LEEDS CITY COUNCIL"
"NKO65","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKO66","212","LEEDS CITY COUNCIL"
"NKO67","212","LEEDS CITY COUNCIL"
"NKO68","212","LEEDS CITY COUNCIL"
"NKO69","212","LEEDS CITY COUNCIL"
"NKO70","212","LEEDS CITY COUNCIL"
"NKO71","212","LEEDS CITY COUNCIL"
"NKO72","212","LEEDS CITY COUNCIL"
"NKO73","212","LEEDS CITY COUNCIL"
"NKO74","219","CITY OF YORK COUNCIL"
"NKO75","212","LEEDS CITY COUNCIL"
"NKOCR","218","NORTH YORKSHIRE COUNCIL"
"NKOHW","211","KIRKLEES COUNCIL"
"NKOTF","214","EAST RIDING OF YORKSHIRE COUNCIL"
"NKOTR","219","CITY OF YORK COUNCIL"
"NKOTT","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NKP01","713","CITY OF WESTMINSTER"
"NKQ01","714","CITY OF LONDON CORPORATION"
"NKR01","912","DEVON COUNTY COUNCIL"
"NKR03","814","SOUTHAMPTON CITY COUNCIL"
"NKR04","814","SOUTHAMPTON CITY COUNCIL"
"NKR05","902","CORNWALL COUNCIL"
"NKR08","902","CORNWALL COUNCIL"
"NKR10","902","CORNWALL COUNCIL"
"NKR11","902","CORNWALL COUNCIL"
"NKR12","902","CORNWALL COUNCIL"
"NKR13","902","CORNWALL COUNCIL"
"NKR14","902","CORNWALL COUNCIL"
"NKR15","415","HEREFORDSHIRE COUNCIL"
"NKR16","415","HEREFORDSHIRE COUNCIL"
"NKS01","606","HERTFORDSHIRE COUNTY COUNCIL"
"NKS02","606","HERTFORDSHIRE COUNTY COUNCIL"
"NKT01","820","KENT COUNTY COUNCIL"
"NKU01","702","LONDON BOROUGH OF CAMDEN"
"NKU02","702","LONDON BOROUGH OF CAMDEN"
"NKV01","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKV02","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKV03","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKV04","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKV05","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKV06","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKV07","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKW01","315","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NKW02","315","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NKX01","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKX02","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKX03","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKX04","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKX05","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKX06","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKX07","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKX08","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKX09","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKX10","503","LINCOLNSHIRE COUNTY COUNCIL"
"NKY01","503","LINCOLNSHIRE COUNTY COUNCIL"
"NL001","413","STAFFORDSHIRE COUNTY COUNCIL"
"NL002","413","STAFFORDSHIRE COUNTY COUNCIL"
"NL101","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL105","326","CHESHIRE EAST COUNCIL"
"NL106","204","BARNSLEY METROPOLITAN BOROUGH COUNCIL"
"NL107","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL108","218","NORTH YORKSHIRE COUNCIL"
"NL109","218","NORTH YORKSHIRE COUNCIL"
"NL10A","218","NORTH YORKSHIRE COUNCIL"
"NL10B","218","NORTH YORKSHIRE COUNCIL"
"NL10C","218","NORTH YORKSHIRE COUNCIL"
"NL10D","219","CITY OF YORK COUNCIL"
"NL10E","313","WIGAN METROPOLITAN BOROUGH COUNCIL"
"NL10F","313","WIGAN METROPOLITAN BOROUGH COUNCIL"
"NL10G","313","WIGAN METROPOLITAN BOROUGH COUNCIL"
"NL202","805","SURREY COUNTY COUNCIL"
"NL205","815","EAST SUSSEX COUNTY COUNCIL"
"NL206","807","WEST SUSSEX COUNTY COUNCIL"
"NL207","805","SURREY COUNTY COUNCIL"
"NL208","614","BRACKNELL FOREST COUNCIL"
"NL20A","816","BRIGHTON AND HOVE CITY COUNCIL"
"NL20B","820","KENT COUNTY COUNCIL"
"NL212","807","WEST SUSSEX COUNTY COUNCIL"
"NL214","805","SURREY COUNTY COUNCIL"
"NL216","807","WEST SUSSEX COUNTY COUNCIL"
"NL217","815","EAST SUSSEX COUNTY COUNCIL"
"NL218","815","EAST SUSSEX COUNTY COUNCIL"
"NL219","807","WEST SUSSEX COUNTY COUNCIL"
"NL302","216","NORTH EAST LINCOLNSHIRE COUNCIL"
"NL304","216","NORTH EAST LINCOLNSHIRE COUNCIL"
"NL305","216","NORTH EAST LINCOLNSHIRE COUNCIL"
"NL306","216","NORTH EAST LINCOLNSHIRE COUNCIL"
"NL308","216","NORTH EAST LINCOLNSHIRE COUNCIL"
"NL310","216","NORTH EAST LINCOLNSHIRE COUNCIL"
"NL311","216","NORTH EAST LINCOLNSHIRE COUNCIL"
"NL312","217","NORTH LINCOLNSHIRE COUNCIL"
"NL401","211","KIRKLEES COUNCIL"
"NL402","211","KIRKLEES COUNCIL"
"NL501","812","HAMPSHIRE COUNTY COUNCIL"
"NL502","415","HEREFORDSHIRE COUNCIL"
"NL503","415","HEREFORDSHIRE COUNCIL"
"NL504","415","HEREFORDSHIRE COUNCIL"
"NL505","415","HEREFORDSHIRE COUNCIL"
"NL506","415","HEREFORDSHIRE COUNCIL"
"NL507","415","HEREFORDSHIRE COUNCIL"
"NL508","415","HEREFORDSHIRE COUNCIL"
"NL509","415","HEREFORDSHIRE COUNCIL"
"NL50A","613","MILTON KEYNES COUNCIL"
"NL50B","323","LANCASHIRE COUNTY COUNCIL"
"NL50C","803","ISLE OF WIGHT COUNCIL"
"NL50D","803","ISLE OF WIGHT COUNCIL"
"NL50E","803","ISLE OF WIGHT COUNCIL"
"NL50F","803","ISLE OF WIGHT COUNCIL"
"NL50G","803","ISLE OF WIGHT COUNCIL"
"NL50H","803","ISLE OF WIGHT COUNCIL"
"NL50I","323","LANCASHIRE COUNTY COUNCIL"
"NL50J","803","ISLE OF WIGHT COUNCIL"
"NL50K","803","ISLE OF WIGHT COUNCIL"
"NL50L","607","NORFOLK COUNTY COUNCIL"
"NL50M","607","NORFOLK COUNTY COUNCIL"
"NL50N","607","NORFOLK COUNTY COUNCIL"
"NL50O","323","LANCASHIRE COUNTY COUNCIL"
"NL50P","607","NORFOLK COUNTY COUNCIL"
"NL50Q","607","NORFOLK COUNTY COUNCIL"
"NL50R","607","NORFOLK COUNTY COUNCIL"
"NL50S","323","LANCASHIRE COUNTY COUNCIL"
"NL50T","607","NORFOLK COUNTY COUNCIL"
"NL50U","323","LANCASHIRE COUNTY COUNCIL"
"NL50V","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL50W","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL50X","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL50Y","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL510","415","HEREFORDSHIRE COUNCIL"
"NL511","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"NL512","Z9D4Z","NORTH NORTHAMPTONSHIRE COUNCIL"
"NL513","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"NL514","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"NL515","Z9D4Z","NORTH NORTHAMPTONSHIRE COUNCIL"
"NL516","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"NL517","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"NL518","Z9D4Z","NORTH NORTHAMPTONSHIRE COUNCIL"
"NL519","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"NL51A","724","LONDON BOROUGH OF HARINGEY"
"NL51B","323","LANCASHIRE COUNTY COUNCIL"
"NL51C","803","ISLE OF WIGHT COUNCIL"
"NL51D","803","ISLE OF WIGHT COUNCIL"
"NL51E","607","NORFOLK COUNTY COUNCIL"
"NL51F","607","NORFOLK COUNTY COUNCIL"
"NL51G","607","NORFOLK COUNTY COUNCIL"
"NL51H","607","NORFOLK COUNTY COUNCIL"
"NL51I","323","LANCASHIRE COUNTY COUNCIL"
"NL51J","607","NORFOLK COUNTY COUNCIL"
"NL51K","607","NORFOLK COUNTY COUNCIL"
"NL51L","607","NORFOLK COUNTY COUNCIL"
"NL51M","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL51N","316","LIVERPOOL CITY COUNCIL"
"NL51O","323","LANCASHIRE COUNTY COUNCIL"
"NL51P","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL51Q","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL51R","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL51S","323","LANCASHIRE COUNTY COUNCIL"
"NL51T","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL51U","323","LANCASHIRE COUNTY COUNCIL"
"NL51V","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL51W","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL51X","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL51Y","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL520","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"NL521","613","MILTON KEYNES COUNCIL"
"NL522","Z9D4Z","NORTH NORTHAMPTONSHIRE COUNCIL"
"NL523","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"NL524","Z9D4Z","NORTH NORTHAMPTONSHIRE COUNCIL"
"NL525","U6Q5Z","WEST NORTHAMPTONSHIRE COUNCIL"
"NL526","321","HALTON BOROUGH COUNCIL"
"NL527","318","ST HELENS COUNCIL"
"NL528","321","HALTON BOROUGH COUNCIL"
"NL529","317","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NL52A","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL52B","323","LANCASHIRE COUNTY COUNCIL"
"NL52C","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL52D","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL52E","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL52F","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL52G","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL52H","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL52I","323","LANCASHIRE COUNTY COUNCIL"
"NL52J","613","MILTON KEYNES COUNCIL"
"NL52K","217","NORTH LINCOLNSHIRE COUNCIL"
"NL52L","217","NORTH LINCOLNSHIRE COUNCIL"
"NL52M","217","NORTH LINCOLNSHIRE COUNCIL"
"NL52N","323","LANCASHIRE COUNTY COUNCIL"
"NL52O","323","LANCASHIRE COUNTY COUNCIL"
"NL52P","323","LANCASHIRE COUNTY COUNCIL"
"NL52Q","323","LANCASHIRE COUNTY COUNCIL"
"NL52R","323","LANCASHIRE COUNTY COUNCIL"
"NL52S","323","LANCASHIRE COUNTY COUNCIL"
"NL52T","323","LANCASHIRE COUNTY COUNCIL"
"NL52U","410","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"NL52V","323","LANCASHIRE COUNTY COUNCIL"
"NL52W","323","LANCASHIRE COUNTY COUNCIL"
"NL52X","323","LANCASHIRE COUNTY COUNCIL"
"NL52Y","820","KENT COUNTY COUNCIL"
"NL530","317","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NL531","316","LIVERPOOL CITY COUNCIL"
"NL532","317","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NL533","316","LIVERPOOL CITY COUNCIL"
"NL534","316","LIVERPOOL CITY COUNCIL"
"NL535","317","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NL536","316","LIVERPOOL CITY COUNCIL"
"NL537","316","LIVERPOOL CITY COUNCIL"
"NL538","316","LIVERPOOL CITY COUNCIL"
"NL539","316","LIVERPOOL CITY COUNCIL"
"NL53A","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL53B","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL53C","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL53D","217","NORTH LINCOLNSHIRE COUNCIL"
"NL53E","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL53F","213","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NL53G","805","SURREY COUNTY COUNCIL"
"NL53H","805","SURREY COUNTY COUNCIL"
"NL53I","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL53J","805","SURREY COUNTY COUNCIL"
"NL53K","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL53L","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL53M","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL53N","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL53O","416","WORCESTERSHIRE COUNTY COUNCIL"
"NL540","316","LIVERPOOL CITY COUNCIL"
"NL541","316","LIVERPOOL CITY COUNCIL"
"NL542","316","LIVERPOOL CITY COUNCIL"
"NL543","316","LIVERPOOL CITY COUNCIL"
"NL544","316","LIVERPOOL CITY COUNCIL"
"NL545","317","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NL546","316","LIVERPOOL CITY COUNCIL"
"NL547","318","ST HELENS COUNCIL"
"NL548","315","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NL549","316","LIVERPOOL CITY COUNCIL"
"NL550","821","MEDWAY COUNCIL"
"NL551","820","KENT COUNTY COUNCIL"
"NL552","820","KENT COUNTY COUNCIL"
"NL553","820","KENT COUNTY COUNCIL"
"NL554","820","KENT COUNTY COUNCIL"
"NL555","821","MEDWAY COUNCIL"
"NL556","820","KENT COUNTY COUNCIL"
"NL557","820","KENT COUNTY COUNCIL"
"NL558","820","KENT COUNTY COUNCIL"
"NL559","821","MEDWAY COUNCIL"
"NL560","821","MEDWAY COUNCIL"
"NL561","317","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NL562","724","LONDON BOROUGH OF HARINGEY"
"NL563","724","LONDON BOROUGH OF HARINGEY"
"NL564","724","LONDON BOROUGH OF HARINGEY"
